,mSA,iou_threshold,projection,box_extension
153,0.12599952426735567,0.6,"{'use_box': False, 'use_mask': True, 'use_points': True}",0.25
154,0.003614457831325301,0.6,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.0
155,0.005910364145658263,0.6,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.025
156,0.0,0.6,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.05
157,0.0,0.6,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.075
158,0.0025,0.6,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.1
159,0.0012345679012345679,0.6,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.125
160,0.0012195121951219512,0.6,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.15
161,0.0025,0.6,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.175
162,0.002564102564102564,0.6,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.2
163,0.0024390243902439024,0.6,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.225
164,0.0024096385542168677,0.6,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.25
165,0.33834313396601273,0.6,single_point,0.0
166,0.33834313396601273,0.6,single_point,0.025
167,0.34077251249708623,0.6,single_point,0.05
168,0.34077251249708623,0.6,single_point,0.075
169,0.34077251249708623,0.6,single_point,0.1
170,0.34077251249708623,0.6,single_point,0.125
171,0.34077251249708623,0.6,single_point,0.15
172,0.34077251249708623,0.6,single_point,0.175
173,0.34077251249708623,0.6,single_point,0.2
174,0.34077251249708623,0.6,single_point,0.225
175,0.34077251249708623,0.6,single_point,0.25
176,0.03449119408607099,0.7,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.0
177,0.06645343289669421,0.7,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.025
178,0.05657056286464818,0.7,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.05
179,0.033256368087017346,0.7,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.075
180,0.03120587150117034,0.7,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.1
181,0.023261555956834462,0.7,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.125
182,0.00843547174967548,0.7,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.15
183,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.175
184,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.2
185,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.225
186,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.25
187,0.0023809523809523807,0.7,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.0
188,0.0023809523809523807,0.7,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.025
189,0.0023809523809523807,0.7,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.05
190,0.0023809523809523807,0.7,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.075
191,0.0023809523809523807,0.7,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.1
192,0.0023809523809523807,0.7,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.125
193,0.0023809523809523807,0.7,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.15
194,0.0023809523809523807,0.7,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.175
195,0.0023809523809523807,0.7,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.2
196,0.0023809523809523807,0.7,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.225
197,0.0023809523809523807,0.7,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.25
198,0.08949481077525923,0.7,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.0
199,0.31109479613896096,0.7,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.025
200,0.3105578757229453,0.7,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.05
201,0.31555246885175703,0.7,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.075
202,0.32511003915470293,0.7,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.1
203,0.2772038397565121,0.7,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.125
204,0.25500055580452885,0.7,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.15
205,0.22587575537443053,0.7,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.175
206,0.19051807732556292,0.7,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.2
207,0.19338321103030146,0.7,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.225
208,0.18036837680349171,0.7,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.25
209,0.052704810549580705,0.7,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.0
210,0.0377394733298463,0.7,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.025
211,0.009583931133428982,0.7,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.05
212,0.0024390243902439024,0.7,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.075
213,0.0036438436673523365,0.7,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.1
214,0.0037037037037037034,0.7,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.125
215,0.00379746835443038,0.7,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.15
216,0.0037037037037037034,0.7,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.175
217,0.0024390243902439024,0.7,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.2
218,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.225
219,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.25
220,0.009852941176470589,0.7,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.0
221,0.03107868243763816,0.7,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.025
222,0.013287685444548189,0.7,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.05
223,0.007230989956958393,0.7,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.075
224,0.006054519368723099,0.7,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.1
225,0.003614457831325301,0.7,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.125
226,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.15
227,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.175
228,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.2
229,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.225
230,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': False, 'use_points': True}",0.25
231,0.09556248172076412,0.7,"{'use_box': False, 'use_mask': True, 'use_points': True}",0.0
232,0.2047946348581009,0.7,"{'use_box': False, 'use_mask': True, 'use_points': True}",0.025
233,0.1902259181915682,0.7,"{'use_box': False, 'use_mask': True, 'use_points': True}",0.05
234,0.17106381669212917,0.7,"{'use_box': False, 'use_mask': True, 'use_points': True}",0.075
235,0.15666946594456205,0.7,"{'use_box': False, 'use_mask': True, 'use_points': True}",0.1
236,0.17028603052978458,0.7,"{'use_box': False, 'use_mask': True, 'use_points': True}",0.125
237,0.16472520519003178,0.7,"{'use_box': False, 'use_mask': True, 'use_points': True}",0.15
238,0.17043506841827083,0.7,"{'use_box': False, 'use_mask': True, 'use_points': True}",0.175
239,0.17499867126337715,0.7,"{'use_box': False, 'use_mask': True, 'use_points': True}",0.2
240,0.1663248412135184,0.7,"{'use_box': False, 'use_mask': True, 'use_points': True}",0.225
241,0.15697416242095621,0.7,"{'use_box': False, 'use_mask': True, 'use_points': True}",0.25
242,0.004878048780487805,0.7,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.0
243,0.0071438695960311825,0.7,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.025
244,0.0012345679012345679,0.7,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.05
245,0.0,0.7,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.075
246,0.002564102564102564,0.7,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.1
247,0.002666666666666667,0.7,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.125
248,0.0025,0.7,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.15
249,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.175
250,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.2
251,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.225
252,0.0023809523809523807,0.7,"{'use_box': True, 'use_mask': True, 'use_points': True}",0.25
253,0.3068453033321411,0.7,single_point,0.0
254,0.3068453033321411,0.7,single_point,0.025
255,0.3068453033321411,0.7,single_point,0.05
256,0.3068453033321411,0.7,single_point,0.075
