,msa,sa50,sa75
0,0.1085077154568077,0.1926437925096056,0.11536110047937165
1,0.16587408896704553,0.312763363574367,0.16657232937356362
2,0.20846862346320416,0.39812939655587387,0.20547004581810246
3,0.2365267279802777,0.4567878213004646,0.2302042228601394
4,0.25534251604823155,0.49422911758105054,0.2472156576145831
5,0.27073511968578334,0.5235073848203234,0.262328196157646
6,0.2800064029730308,0.5426086395196604,0.2711726559829633
7,0.28570878201619265,0.5558024013356953,0.273972938847568
