,msa,sa50,sa75
0,0.652875926432221,0.9304299982477234,0.7591236446644317
1,0.6984752531829158,0.9365733483634476,0.8229925071247954
2,0.7311799529861006,0.9391771584032967,0.8572039489804477
3,0.7558905234460626,0.9404128080617948,0.8764408343116248
4,0.7752863277083895,0.9411568379018722,0.8882348000627075
5,0.790628509849978,0.9418886153239848,0.8951282269682678
6,0.8030784764300517,0.9422612806288869,0.8996625962311235
7,0.8130713632540388,0.942660067245244,0.9026155844461543
