,msa,sa50,sa75
0,0.06781802442209095,0.11035597152164174,0.07099810180687918
1,0.1250209468809168,0.23051804437947307,0.11938731473367281
2,0.1873409520013621,0.3700318401256433,0.16774486568194114
3,0.2678832611487937,0.5346674127976223,0.236210185330558
4,0.3497785688924579,0.6768315749301804,0.31548831501894625
5,0.4211657474155045,0.783422439378113,0.397179966286553
6,0.47556584243485683,0.8457153833801702,0.46163834475853127
7,0.5181203367816799,0.8844379210426101,0.5171786345056514
