msa,sa50,sa75,lr,optimizer
0.424597771901243,0.7050389819231461,0.4545922632003721,0.0001,adamw
0.4198949015885272,0.7002360009881197,0.4500815964570311,0.0001,adam
0.4242004946914578,0.7050438088777023,0.4541355469224262,5e-05,adamw
0.4247906584109498,0.7020616507201987,0.4566717542980141,5e-05,adam
0.4109786264361902,0.6890264962981834,0.4380211408900445,1e-05,adamw
0.4215061123462301,0.7011443528328181,0.4513857198016929,1e-05,adam
0.4090946862908802,0.6877634172557033,0.4356471408142296,5e-06,adamw
0.4116820954220148,0.6939501344572143,0.4371130986052086,5e-06,adam
